Date;Year;Month_Num;Month_Name;Quarter;Week;Machine;Process_Step;Total_Pieces;Good_Pieces;Rejected_Pieces;Total_Downtime [sec];Total_Run_Time [sec];Total_Planned [sec];Avg_OEE;Avg_Availability;Avg_Performance;Avg_Quality;Shifts_Run;Scrap_Rate;FPY
16/06/2023;2023;6;Jun;Q2;24;CNC Lathe;2;11;11;0;3352;25448;28800;0.779;0.884;0.881;1;1;0;1
17/06/2023;2023;6;Jun;Q2;24;CNC Lathe;2;14;14;0;4111;24689;28800;0.726;0.857;0.847;1;1;0;1
18/06/2023;2023;6;Jun;Q2;24;CNC Lathe;2;17;16;1;4997;23803;28800;0.684;0.826;0.879;0.941;1;0.0588;0.9412
19/06/2023;2023;6;Jun;Q2;25;CNC Lathe;2;12;10;2;5884;22916;28800;0.586;0.796;0.884;0.833;1;0.1667;0.8333
20/06/2023;2023;6;Jun;Q2;25;CNC Lathe;2;18;17;1;4574;24226;28800;0.715;0.841;0.901;0.944;1;0.0556;0.9444
21/06/2023;2023;6;Jun;Q2;25;CNC Lathe;2;14;13;1;3015;25785;28800;0.693;0.895;0.834;0.929;1;0.0714;0.9286
22/06/2023;2023;6;Jun;Q2;25;CNC Lathe;2;14;14;0;5636;23164;28800;0.737;0.804;0.917;1;1;0;1
23/06/2023;2023;6;Jun;Q2;25;CNC Lathe;2;13;12;1;4027;24773;28800;0.699;0.86;0.881;0.923;1;0.0769;0.9231
24/06/2023;2023;6;Jun;Q2;25;CNC Lathe;2;10;9;1;3365;25435;28800;0.707;0.883;0.889;0.9;1;0.01;0.09
25/06/2023;2023;6;Jun;Q2;25;CNC Lathe;2;16;14;2;3170;25630;28800;0.67;0.89;0.86;0.875;1;0.0125;0.0875
26/06/2023;2023;6;Jun;Q2;26;CNC Lathe;2;20;19;1;4718;24082;28800;0.664;0.836;0.836;0.95;1;0.005;0.095
27/06/2023;2023;6;Jun;Q2;26;CNC Lathe;2;15;14;1;4235;24565;28800;0.693;0.853;0.871;0.933;1;0.0667;0.9333
28/06/2023;2023;6;Jun;Q2;26;CNC Lathe;2;10;10;0;4321;24479;28800;0.743;0.85;0.875;1;1;0;1
29/06/2023;2023;6;Jun;Q2;26;CNC Lathe;2;17;16;1;5082;23718;28800;0.636;0.824;0.82;0.941;1;0.0588;0.9412
30/06/2023;2023;6;Jun;Q2;26;CNC Lathe;2;11;11;0;3394;25406;28800;0.79;0.882;0.896;1;1;0;1
01/07/2023;2023;7;Jul;Q3;26;CNC Lathe;2;12;10;2;5147;23653;28800;0.618;0.821;0.903;0.833;1;0.1667;0.8333
02/07/2023;2023;7;Jul;Q3;26;CNC Lathe;2;14;10;4;3623;25177;28800;0.526;0.874;0.843;0.714;1;0.2857;0.7143
03/07/2023;2023;7;Jul;Q3;27;CNC Lathe;2;15;11;4;5792;23008;28800;0.488;0.799;0.832;0.733;1;0.2667;0.7333
04/07/2023;2023;7;Jul;Q3;27;CNC Lathe;2;12;10;2;4526;24274;28800;0.602;0.843;0.857;0.833;1;0.1667;0.8333
05/07/2023;2023;7;Jul;Q3;27;CNC Lathe;2;14;12;2;3298;25502;28800;0.659;0.885;0.869;0.857;1;0.1429;0.8571
06/07/2023;2023;7;Jul;Q3;27;CNC Lathe;2;17;15;2;2405;26395;28800;0.695;0.916;0.859;0.882;1;0.1176;0.8824
07/07/2023;2023;7;Jul;Q3;27;CNC Lathe;2;17;16;1;4696;24104;28800;0.682;0.837;0.866;0.941;1;0.0588;0.9412
08/07/2023;2023;7;Jul;Q3;27;CNC Lathe;2;18;16;2;3740;25060;28800;0.677;0.87;0.876;0.889;1;0.1111;0.8889
09/07/2023;2023;7;Jul;Q3;27;CNC Lathe;2;20;18;2;3917;24883;28800;0.638;0.864;0.82;0.9;1;0.01;0.09
10/07/2023;2023;7;Jul;Q3;28;CNC Lathe;2;17;15;2;4662;24138;28800;0.61;0.838;0.824;0.882;1;0.1176;0.8824
11/07/2023;2023;7;Jul;Q3;28;CNC Lathe;2;15;13;2;4859;23941;28800;0.557;0.831;0.773;0.867;1;0.1333;0.8667
12/07/2023;2023;7;Jul;Q3;28;CNC Lathe;2;17;16;1;5032;23768;28800;0.7;0.825;0.901;0.941;1;0.0588;0.9412
13/07/2023;2023;7;Jul;Q3;28;CNC Lathe;2;16;15;1;3093;25707;28800;0.727;0.893;0.869;0.938;1;0.0625;0.9375
14/07/2023;2023;7;Jul;Q3;28;CNC Lathe;2;16;13;3;5195;23605;28800;0.602;0.82;0.904;0.812;1;0.1875;0.8125
15/07/2023;2023;7;Jul;Q3;28;CNC Lathe;2;16;16;0;3574;25226;28800;0.726;0.876;0.828;1;1;0;1
16/07/2023;2023;7;Jul;Q3;28;CNC Lathe;2;13;12;1;2218;26582;28800;0.74;0.923;0.869;0.923;1;0.0769;0.9231
17/07/2023;2023;7;Jul;Q3;29;CNC Lathe;2;12;9;3;3090;25710;28800;0.586;0.893;0.875;0.75;1;0.025;0.075
18/07/2023;2023;7;Jul;Q3;29;CNC Lathe;2;15;13;2;4219;24581;28800;0.628;0.854;0.848;0.867;1;0.1333;0.8667
19/07/2023;2023;7;Jul;Q3;29;CNC Lathe;2;15;13;2;3251;25549;28800;0.626;0.887;0.814;0.867;1;0.1333;0.8667
20/07/2023;2023;7;Jul;Q3;29;CNC Lathe;2;13;12;1;3971;24829;28800;0.739;0.862;0.929;0.923;1;0.0769;0.9231
21/07/2023;2023;7;Jul;Q3;29;CNC Lathe;2;16;15;1;4316;24484;28800;0.731;0.85;0.917;0.938;1;0.0625;0.9375
22/07/2023;2023;7;Jul;Q3;29;CNC Lathe;2;21;17;4;3896;24904;28800;0.598;0.865;0.855;0.81;1;0.1905;0.8095
23/07/2023;2023;7;Jul;Q3;29;CNC Lathe;2;10;9;1;3643;25157;28800;0.696;0.874;0.886;0.9;1;0.01;0.09
24/07/2023;2023;7;Jul;Q3;30;CNC Lathe;2;17;15;2;3031;25769;28800;0.672;0.895;0.851;0.882;1;0.1176;0.8824
25/07/2023;2023;7;Jul;Q3;30;CNC Lathe;2;15;15;0;4060;24740;28800;0.716;0.859;0.833;1;1;0;1
26/07/2023;2023;7;Jul;Q3;30;CNC Lathe;2;16;16;0;2373;26427;28800;0.855;0.918;0.931;1;1;0;1
27/07/2023;2023;7;Jul;Q3;30;CNC Lathe;2;14;10;4;3488;25312;28800;0.509;0.879;0.811;0.714;1;0.2857;0.7143
28/07/2023;2023;7;Jul;Q3;30;CNC Lathe;2;15;14;1;3292;25508;28800;0.709;0.886;0.858;0.933;1;0.0667;0.9333
29/07/2023;2023;7;Jul;Q3;30;CNC Lathe;2;15;13;2;3849;24951;28800;0.654;0.866;0.871;0.867;1;0.1333;0.8667
30/07/2023;2023;7;Jul;Q3;30;CNC Lathe;2;14;14;0;3870;24930;28800;0.801;0.866;0.925;1;1;0;1
31/07/2023;2023;7;Jul;Q3;31;CNC Lathe;2;11;10;1;4818;23982;28800;0.681;0.833;0.899;0.909;1;0.0909;0.9091
01/08/2023;2023;8;Aug;Q3;31;CNC Lathe;2;14;11;3;5322;23478;28800;0.519;0.815;0.81;0.786;1;0.2143;0.7857
02/08/2023;2023;8;Aug;Q3;31;CNC Lathe;2;11;10;1;3139;25661;28800;0.703;0.891;0.868;0.909;1;0.0909;0.9091
03/08/2023;2023;8;Aug;Q3;31;CNC Lathe;2;17;17;0;5653;23147;28800;0.698;0.804;0.869;1;1;0;1
04/08/2023;2023;8;Aug;Q3;31;CNC Lathe;2;10;9;1;3412;25388;28800;0.682;0.882;0.86;0.9;1;0.01;0.09
05/08/2023;2023;8;Aug;Q3;31;CNC Lathe;2;18;15;3;4182;24618;28800;0.634;0.855;0.89;0.833;1;0.1667;0.8333
06/08/2023;2023;8;Aug;Q3;31;CNC Lathe;2;16;15;1;4455;24345;28800;0.649;0.845;0.819;0.938;1;0.0625;0.9375
07/08/2023;2023;8;Aug;Q3;32;CNC Lathe;2;16;13;3;6019;22781;28800;0.549;0.791;0.854;0.812;1;0.1875;0.8125
08/08/2023;2023;8;Aug;Q3;32;CNC Lathe;2;9;8;1;3604;25196;28800;0.688;0.875;0.885;0.889;1;0.1111;0.8889
09/08/2023;2023;8;Aug;Q3;32;CNC Lathe;2;14;11;3;2590;26210;28800;0.638;0.91;0.892;0.786;1;0.2143;0.7857
10/08/2023;2023;8;Aug;Q3;32;CNC Lathe;2;18;16;2;5247;23553;28800;0.635;0.818;0.873;0.889;1;0.1111;0.8889
11/08/2023;2023;8;Aug;Q3;32;CNC Lathe;2;14;14;0;3369;25431;28800;0.758;0.883;0.858;1;1;0;1
12/08/2023;2023;8;Aug;Q3;32;CNC Lathe;2;12;11;1;3750;25050;28800;0.689;0.87;0.864;0.917;1;0.0833;0.9167
13/08/2023;2023;8;Aug;Q3;32;CNC Lathe;2;13;13;0;3139;25661;28800;0.796;0.891;0.894;1;1;0;1
14/08/2023;2023;8;Aug;Q3;33;CNC Lathe;2;15;12;3;3752;25048;28800;0.605;0.87;0.869;0.8;1;0.02;0.08
15/08/2023;2023;8;Aug;Q3;33;CNC Lathe;2;13;11;2;3363;25437;28800;0.622;0.883;0.832;0.846;1;0.1538;0.8462
16/08/2023;2023;8;Aug;Q3;33;CNC Lathe;2;18;16;2;4589;24211;28800;0.617;0.841;0.825;0.889;1;0.1111;0.8889
17/08/2023;2023;8;Aug;Q3;33;CNC Lathe;2;15;14;1;4108;24692;28800;0.653;0.857;0.816;0.933;1;0.0667;0.9333
18/08/2023;2023;8;Aug;Q3;33;CNC Lathe;2;14;14;0;3492;25308;28800;0.807;0.879;0.919;1;1;0;1
19/08/2023;2023;8;Aug;Q3;33;CNC Lathe;2;12;10;2;4847;23953;28800;0.621;0.832;0.896;0.833;1;0.1667;0.8333
20/08/2023;2023;8;Aug;Q3;33;CNC Lathe;2;16;15;1;4248;24552;28800;0.691;0.852;0.864;0.938;1;0.0625;0.9375
21/08/2023;2023;8;Aug;Q3;34;CNC Lathe;2;16;15;1;2550;26250;28800;0.728;0.911;0.852;0.938;1;0.0625;0.9375
22/08/2023;2023;8;Aug;Q3;34;CNC Lathe;2;13;11;2;4786;24014;28800;0.598;0.834;0.848;0.846;1;0.1538;0.8462
23/08/2023;2023;8;Aug;Q3;34;CNC Lathe;2;9;9;0;4192;24608;28800;0.774;0.854;0.906;1;1;0;1
24/08/2023;2023;8;Aug;Q3;34;CNC Lathe;2;16;15;1;5167;23633;28800;0.719;0.821;0.934;0.938;1;0.0625;0.9375
25/08/2023;2023;8;Aug;Q3;34;CNC Lathe;2;15;14;1;4142;24658;28800;0.677;0.856;0.847;0.933;1;0.0667;0.9333
26/08/2023;2023;8;Aug;Q3;34;CNC Lathe;2;16;16;0;3402;25398;28800;0.8;0.882;0.908;1;1;0;1
27/08/2023;2023;8;Aug;Q3;34;CNC Lathe;2;20;15;5;3877;24923;28800;0.564;0.865;0.869;0.75;1;0.025;0.075
28/08/2023;2023;8;Aug;Q3;35;CNC Lathe;2;15;14;1;4692;24108;28800;0.672;0.837;0.861;0.933;1;0.0667;0.9333
29/08/2023;2023;8;Aug;Q3;35;CNC Lathe;2;14;14;0;3419;25381;28800;0.811;0.881;0.92;1;1;0;1
30/08/2023;2023;8;Aug;Q3;35;CNC Lathe;2;12;12;0;3686;25114;28800;0.757;0.872;0.868;1;1;0;1
31/08/2023;2023;8;Aug;Q3;35;CNC Lathe;2;14;12;2;3863;24937;28800;0.652;0.866;0.878;0.857;1;0.1429;0.8571
01/09/2023;2023;9;Sep;Q3;35;CNC Lathe;2;16;15;1;3113;25687;28800;0.733;0.892;0.877;0.938;1;0.0625;0.9375
02/09/2023;2023;9;Sep;Q3;35;CNC Lathe;2;15;13;2;3431;25369;28800;0.62;0.881;0.812;0.867;1;0.1333;0.8667
03/09/2023;2023;9;Sep;Q3;35;CNC Lathe;2;20;20;0;4182;24618;28800;0.751;0.855;0.878;1;1;0;1
04/09/2023;2023;9;Sep;Q3;36;CNC Lathe;2;16;16;0;5014;23786;28800;0.701;0.826;0.848;1;1;0;1
05/09/2023;2023;9;Sep;Q3;36;CNC Lathe;2;15;14;1;4299;24501;28800;0.65;0.851;0.819;0.933;1;0.0667;0.9333
06/09/2023;2023;9;Sep;Q3;36;CNC Lathe;2;13;11;2;4005;24795;28800;0.619;0.861;0.85;0.846;1;0.1538;0.8462
07/09/2023;2023;9;Sep;Q3;36;CNC Lathe;2;16;13;3;3370;25430;28800;0.61;0.883;0.85;0.812;1;0.1875;0.8125
08/09/2023;2023;9;Sep;Q3;36;CNC Lathe;2;13;13;0;4928;23872;28800;0.749;0.829;0.904;1;1;0;1
09/09/2023;2023;9;Sep;Q3;36;CNC Lathe;2;16;14;2;4393;24407;28800;0.616;0.847;0.831;0.875;1;0.0125;0.0875
10/09/2023;2023;9;Sep;Q3;36;CNC Lathe;2;16;13;3;3471;25329;28800;0.601;0.879;0.841;0.812;1;0.1875;0.8125
11/09/2023;2023;9;Sep;Q3;37;CNC Lathe;2;15;14;1;4769;24031;28800;0.682;0.834;0.876;0.933;1;0.0667;0.9333
12/09/2023;2023;9;Sep;Q3;37;CNC Lathe;2;13;11;2;4495;24305;28800;0.587;0.844;0.822;0.846;1;0.1538;0.8462
13/09/2023;2023;9;Sep;Q3;37;CNC Lathe;2;9;9;0;3385;25415;28800;0.746;0.882;0.845;1;1;0;1
14/09/2023;2023;9;Sep;Q3;37;CNC Lathe;2;18;14;4;3960;24840;28800;0.544;0.862;0.81;0.778;1;0.2222;0.7778
15/09/2023;2023;9;Sep;Q3;37;CNC Lathe;2;16;14;2;3644;25156;28800;0.688;0.873;0.9;0.875;1;0.0125;0.0875
16/09/2023;2023;9;Sep;Q3;37;CNC Lathe;2;16;12;4;6171;22629;28800;0.505;0.786;0.858;0.75;1;0.025;0.075
17/09/2023;2023;9;Sep;Q3;37;CNC Lathe;2;11;10;1;4472;24328;28800;0.666;0.845;0.867;0.909;1;0.0909;0.9091
18/09/2023;2023;9;Sep;Q3;38;CNC Lathe;2;19;18;1;4193;24607;28800;0.728;0.854;0.9;0.947;1;0.0526;0.9474
19/09/2023;2023;9;Sep;Q3;38;CNC Lathe;2;14;11;3;4424;24376;28800;0.561;0.846;0.843;0.786;1;0.2143;0.7857
20/09/2023;2023;9;Sep;Q3;38;CNC Lathe;2;14;13;1;5157;23643;28800;0.653;0.821;0.857;0.929;1;0.0714;0.9286
21/09/2023;2023;9;Sep;Q3;38;CNC Lathe;2;12;11;1;3975;24825;28800;0.657;0.862;0.831;0.917;1;0.0833;0.9167
22/09/2023;2023;9;Sep;Q3;38;CNC Lathe;2;10;9;1;3565;25235;28800;0.656;0.876;0.831;0.9;1;0.01;0.09
23/09/2023;2023;9;Sep;Q3;38;CNC Lathe;2;18;15;3;4725;24075;28800;0.582;0.836;0.836;0.833;1;0.1667;0.8333
24/09/2023;2023;9;Sep;Q3;38;CNC Lathe;2;19;15;4;3901;24899;28800;0.581;0.865;0.851;0.789;1;0.2105;0.7895
25/09/2023;2023;9;Sep;Q3;39;CNC Lathe;2;15;14;1;3177;25623;28800;0.71;0.89;0.855;0.933;1;0.0667;0.9333
26/09/2023;2023;9;Sep;Q3;39;CNC Lathe;2;13;11;2;3020;25780;28800;0.665;0.895;0.878;0.846;1;0.1538;0.8462
27/09/2023;2023;9;Sep;Q3;39;CNC Lathe;2;14;12;2;5279;23521;28800;0.586;0.817;0.837;0.857;1;0.1429;0.8571
28/09/2023;2023;9;Sep;Q3;39;CNC Lathe;2;14;14;0;4149;24651;28800;0.752;0.856;0.879;1;1;0;1
29/09/2023;2023;9;Sep;Q3;39;CNC Lathe;2;12;11;1;3566;25234;28800;0.711;0.876;0.885;0.917;1;0.0833;0.9167
30/09/2023;2023;9;Sep;Q3;39;CNC Lathe;2;14;13;1;3853;24947;28800;0.685;0.866;0.852;0.929;1;0.0714;0.9286
01/10/2023;2023;10;Oct;Q4;39;CNC Lathe;2;16;15;1;4695;24105;28800;0.659;0.837;0.84;0.938;1;0.0625;0.9375
02/10/2023;2023;10;Oct;Q4;40;CNC Lathe;2;18;13;5;3805;24995;28800;0.546;0.868;0.871;0.722;1;0.2778;0.7222
03/10/2023;2023;10;Oct;Q4;40;CNC Lathe;2;15;13;2;2871;25929;28800;0.672;0.9;0.861;0.867;1;0.1333;0.8667
04/10/2023;2023;10;Oct;Q4;40;CNC Lathe;2;11;9;2;4306;24494;28800;0.609;0.85;0.876;0.818;1;0.1818;0.8182
05/10/2023;2023;10;Oct;Q4;40;CNC Lathe;2;16;12;4;5019;23781;28800;0.571;0.826;0.923;0.75;1;0.025;0.075
06/10/2023;2023;10;Oct;Q4;40;CNC Lathe;2;14;13;1;4965;23835;28800;0.669;0.828;0.87;0.929;1;0.0714;0.9286
07/10/2023;2023;10;Oct;Q4;40;CNC Lathe;2;19;16;3;3590;25210;28800;0.623;0.875;0.846;0.842;1;0.1579;0.8421
08/10/2023;2023;10;Oct;Q4;40;CNC Lathe;2;19;17;2;5068;23732;28800;0.617;0.824;0.837;0.895;1;0.1053;0.8947
09/10/2023;2023;10;Oct;Q4;41;CNC Lathe;2;19;16;3;4214;24586;28800;0.603;0.854;0.838;0.842;1;0.1579;0.8421
10/10/2023;2023;10;Oct;Q4;41;CNC Lathe;2;14;14;0;5046;23754;28800;0.674;0.825;0.817;1;1;0;1
11/10/2023;2023;10;Oct;Q4;41;CNC Lathe;2;20;16;4;4506;24294;28800;0.608;0.844;0.9;0.8;1;0.02;0.08
12/10/2023;2023;10;Oct;Q4;41;CNC Lathe;2;16;15;1;2812;25988;28800;0.669;0.902;0.79;0.938;1;0.0625;0.9375
13/10/2023;2023;10;Oct;Q4;41;CNC Lathe;2;20;19;1;5454;23346;28800;0.681;0.811;0.885;0.95;1;0.005;0.095
14/10/2023;2023;10;Oct;Q4;41;CNC Lathe;2;14;12;2;4084;24716;28800;0.616;0.858;0.838;0.857;1;0.1429;0.8571
15/10/2023;2023;10;Oct;Q4;41;CNC Lathe;2;14;13;1;4509;24291;28800;0.666;0.843;0.85;0.929;1;0.0714;0.9286
16/10/2023;2023;10;Oct;Q4;42;CNC Lathe;2;16;14;2;2956;25844;28800;0.657;0.897;0.837;0.875;1;0.0125;0.0875
17/10/2023;2023;10;Oct;Q4;42;CNC Lathe;2;16;15;1;4451;24349;28800;0.728;0.845;0.918;0.938;1;0.0625;0.9375
18/10/2023;2023;10;Oct;Q4;42;CNC Lathe;2;18;15;3;4934;23866;28800;0.6;0.829;0.869;0.833;1;0.1667;0.8333
19/10/2023;2023;10;Oct;Q4;42;CNC Lathe;2;14;13;1;5607;23193;28800;0.67;0.805;0.895;0.929;1;0.0714;0.9286
20/10/2023;2023;10;Oct;Q4;42;CNC Lathe;2;18;18;0;5174;23626;28800;0.749;0.82;0.913;1;1;0;1
21/10/2023;2023;10;Oct;Q4;42;CNC Lathe;2;17;16;1;4490;24310;28800;0.694;0.844;0.874;0.941;1;0.0588;0.9412
22/10/2023;2023;10;Oct;Q4;42;CNC Lathe;2;15;14;1;2794;26006;28800;0.697;0.903;0.826;0.933;1;0.0667;0.9333
23/10/2023;2023;10;Oct;Q4;43;CNC Lathe;2;17;16;1;4149;24651;28800;0.693;0.856;0.86;0.941;1;0.0588;0.9412
24/10/2023;2023;10;Oct;Q4;43;CNC Lathe;2;14;13;1;3563;25237;28800;0.685;0.876;0.842;0.929;1;0.0714;0.9286
25/10/2023;2023;10;Oct;Q4;43;CNC Lathe;2;21;19;2;4232;24568;28800;0.656;0.853;0.851;0.905;1;0.0952;0.9048
26/10/2023;2023;10;Oct;Q4;43;CNC Lathe;2;8;8;0;3059;25741;28800;0.773;0.894;0.865;1;1;0;1
27/10/2023;2023;10;Oct;Q4;43;CNC Lathe;2;17;15;2;3872;24928;28800;0.659;0.866;0.863;0.882;1;0.1176;0.8824
28/10/2023;2023;10;Oct;Q4;43;CNC Lathe;2;10;8;2;3624;25176;28800;0.617;0.874;0.882;0.8;1;0.02;0.08
29/10/2023;2023;10;Oct;Q4;43;CNC Lathe;2;14;14;0;3599;25201;28800;0.776;0.875;0.887;1;1;0;1
30/10/2023;2023;10;Oct;Q4;44;CNC Lathe;2;15;13;2;3607;25193;28800;0.655;0.875;0.863;0.867;1;0.1333;0.8667
31/10/2023;2023;10;Oct;Q4;44;CNC Lathe;2;19;17;2;3932;24868;28800;0.681;0.863;0.882;0.895;1;0.1053;0.8947
01/11/2023;2023;11;Nov;Q4;44;CNC Lathe;2;13;12;1;4274;24526;28800;0.667;0.852;0.849;0.923;1;0.0769;0.9231
02/11/2023;2023;11;Nov;Q4;44;CNC Lathe;2;19;16;3;2022;26778;28800;0.715;0.93;0.914;0.842;1;0.1579;0.8421
03/11/2023;2023;11;Nov;Q4;44;CNC Lathe;2;12;11;1;2121;26679;28800;0.72;0.926;0.848;0.917;1;0.0833;0.9167
04/11/2023;2023;11;Nov;Q4;44;CNC Lathe;2;19;17;2;3769;25031;28800;0.707;0.869;0.91;0.895;1;0.1053;0.8947
05/11/2023;2023;11;Nov;Q4;44;CNC Lathe;2;14;14;0;3882;24918;28800;0.707;0.865;0.817;1;1;0;1
06/11/2023;2023;11;Nov;Q4;45;CNC Lathe;2;15;13;2;4195;24605;28800;0.633;0.854;0.855;0.867;1;0.1333;0.8667
07/11/2023;2023;11;Nov;Q4;45;CNC Lathe;2;14;12;2;3454;25346;28800;0.646;0.88;0.857;0.857;1;0.1429;0.8571
08/11/2023;2023;11;Nov;Q4;45;CNC Lathe;2;19;19;0;4050;24750;28800;0.754;0.859;0.878;1;1;0;1
09/11/2023;2023;11;Nov;Q4;45;CNC Lathe;2;18;17;1;4145;24655;28800;0.726;0.856;0.898;0.944;1;0.0556;0.9444
10/11/2023;2023;11;Nov;Q4;45;CNC Lathe;2;16;12;4;3448;25352;28800;0.544;0.88;0.825;0.75;1;0.025;0.075
11/11/2023;2023;11;Nov;Q4;45;CNC Lathe;2;12;11;1;4862;23938;28800;0.632;0.831;0.83;0.917;1;0.0833;0.9167
12/11/2023;2023;11;Nov;Q4;45;CNC Lathe;2;13;12;1;4185;24615;28800;0.646;0.855;0.819;0.923;1;0.0769;0.9231
13/11/2023;2023;11;Nov;Q4;46;CNC Lathe;2;12;9;3;4485;24315;28800;0.579;0.844;0.914;0.75;1;0.025;0.075
14/11/2023;2023;11;Nov;Q4;46;CNC Lathe;2;9;8;1;4098;24702;28800;0.67;0.858;0.878;0.889;1;0.1111;0.8889
15/11/2023;2023;11;Nov;Q4;46;CNC Lathe;2;19;17;2;5743;23057;28800;0.595;0.801;0.83;0.895;1;0.1053;0.8947
16/11/2023;2023;11;Nov;Q4;46;CNC Lathe;2;14;12;2;4524;24276;28800;0.616;0.843;0.853;0.857;1;0.1429;0.8571
17/11/2023;2023;11;Nov;Q4;46;CNC Lathe;2;14;11;3;3648;25152;28800;0.624;0.873;0.909;0.786;1;0.2143;0.7857
18/11/2023;2023;11;Nov;Q4;46;CNC Lathe;2;19;17;2;4706;24094;28800;0.642;0.837;0.858;0.895;1;0.1053;0.8947
19/11/2023;2023;11;Nov;Q4;46;CNC Lathe;2;14;13;1;2718;26082;28800;0.72;0.906;0.856;0.929;1;0.0714;0.9286
20/11/2023;2023;11;Nov;Q4;47;CNC Lathe;2;13;12;1;4139;24661;28800;0.665;0.856;0.841;0.923;1;0.0769;0.9231
21/11/2023;2023;11;Nov;Q4;47;CNC Lathe;2;14;10;4;4300;24500;28800;0.506;0.851;0.832;0.714;1;0.2857;0.7143
22/11/2023;2023;11;Nov;Q4;47;CNC Lathe;2;12;10;2;4148;24652;28800;0.648;0.856;0.909;0.833;1;0.1667;0.8333
23/11/2023;2023;11;Nov;Q4;47;CNC Lathe;2;16;16;0;3772;25028;28800;0.805;0.869;0.926;1;1;0;1
24/11/2023;2023;11;Nov;Q4;47;CNC Lathe;2;14;11;3;3224;25576;28800;0.582;0.888;0.834;0.786;1;0.2143;0.7857
25/11/2023;2023;11;Nov;Q4;47;CNC Lathe;2;14;13;1;3404;25396;28800;0.751;0.882;0.917;0.929;1;0.0714;0.9286
26/11/2023;2023;11;Nov;Q4;47;CNC Lathe;2;13;13;0;4125;24675;28800;0.729;0.857;0.851;1;1;0;1
27/11/2023;2023;11;Nov;Q4;48;CNC Lathe;2;15;13;2;3142;25658;28800;0.685;0.891;0.887;0.867;1;0.1333;0.8667
28/11/2023;2023;11;Nov;Q4;48;CNC Lathe;2;15;14;1;5473;23327;28800;0.693;0.81;0.917;0.933;1;0.0667;0.9333
29/11/2023;2023;11;Nov;Q4;48;CNC Lathe;2;14;11;3;1907;26893;28800;0.633;0.934;0.863;0.786;1;0.2143;0.7857
30/11/2023;2023;11;Nov;Q4;48;CNC Lathe;2;14;14;0;3781;25019;28800;0.744;0.869;0.857;1;1;0;1
01/12/2023;2023;12;Dec;Q4;48;CNC Lathe;2;15;12;3;4132;24668;28800;0.614;0.857;0.896;0.8;1;0.02;0.08
02/12/2023;2023;12;Dec;Q4;48;CNC Lathe;2;15;13;2;4453;24347;28800;0.608;0.845;0.829;0.867;1;0.1333;0.8667
03/12/2023;2023;12;Dec;Q4;48;CNC Lathe;2;15;15;0;3302;25498;28800;0.804;0.885;0.908;1;1;0;1
04/12/2023;2023;12;Dec;Q4;49;CNC Lathe;2;13;9;4;4959;23841;28800;0.5;0.828;0.873;0.692;1;0.3077;0.6923
05/12/2023;2023;12;Dec;Q4;49;CNC Lathe;2;18;16;2;2915;25885;28800;0.677;0.899;0.848;0.889;1;0.1111;0.8889
06/12/2023;2023;12;Dec;Q4;49;CNC Lathe;2;15;14;1;3585;25215;28800;0.692;0.876;0.847;0.933;1;0.0667;0.9333
07/12/2023;2023;12;Dec;Q4;49;CNC Lathe;2;14;13;1;4544;24256;28800;0.641;0.842;0.82;0.929;1;0.0714;0.9286
08/12/2023;2023;12;Dec;Q4;49;CNC Lathe;2;16;13;3;4883;23917;28800;0.573;0.83;0.849;0.812;1;0.1875;0.8125
09/12/2023;2023;12;Dec;Q4;49;CNC Lathe;2;15;14;1;2907;25893;28800;0.721;0.899;0.859;0.933;1;0.0667;0.9333
10/12/2023;2023;12;Dec;Q4;49;CNC Lathe;2;10;10;0;6181;22619;28800;0.653;0.785;0.831;1;1;0;1
11/12/2023;2023;12;Dec;Q4;50;CNC Lathe;2;16;16;0;3317;25483;28800;0.767;0.885;0.866;1;1;0;1
12/12/2023;2023;12;Dec;Q4;50;CNC Lathe;2;12;11;1;2981;25819;28800;0.727;0.896;0.884;0.917;1;0.0833;0.9167
13/12/2023;2023;12;Dec;Q4;50;CNC Lathe;2;18;15;3;4449;24351;28800;0.606;0.846;0.861;0.833;1;0.1667;0.8333
14/12/2023;2023;12;Dec;Q4;50;CNC Lathe;2;14;13;1;3761;25039;28800;0.719;0.869;0.891;0.929;1;0.0714;0.9286
15/12/2023;2023;12;Dec;Q4;50;CNC Lathe;2;17;16;1;3641;25159;28800;0.691;0.874;0.84;0.941;1;0.0588;0.9412
16/12/2023;2023;12;Dec;Q4;50;CNC Lathe;2;13;13;0;4524;24276;28800;0.761;0.843;0.903;1;1;0;1
17/12/2023;2023;12;Dec;Q4;50;CNC Lathe;2;15;14;1;2808;25992;28800;0.735;0.902;0.872;0.933;1;0.0667;0.9333
18/12/2023;2023;12;Dec;Q4;51;CNC Lathe;2;18;14;4;2666;26134;28800;0.65;0.907;0.922;0.778;1;0.2222;0.7778
19/12/2023;2023;12;Dec;Q4;51;CNC Lathe;2;14;13;1;3559;25241;28800;0.775;0.876;0.952;0.929;1;0.0714;0.9286
20/12/2023;2023;12;Dec;Q4;51;CNC Lathe;2;13;9;4;4914;23886;28800;0.489;0.829;0.852;0.692;1;0.3077;0.6923
